SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,QW_LAT,QW_LONG,CSA_Name,URBAN_CENTER,BasinGIS_km2,Elev_atQWsite,SITE_Ecoregions3_code,SITE_Ecoregions3_name,DevelopedHigh2011,DevelopedMed2011,DevelopedLow2011,DevelopedOpen2011,BarrenLand2011,DeciduousForest2011,EvergreenForest2011,MixedForest2011,GrasslandHerb2011,ShrubScrub2011,CultivatedCrops2011,PastureHay2011,WoodyWetlands2011,EmerHerbWetlands2011,OpenWater2011,SumAreaNLCD2011,Canopy2011,Imperviousness2001,Imperviousness2006,Imperviousness2011,Dev_CommServices2012,Dev_IndusMilitary2012,Dev_MajorTransp2012,Dev_Other2012,Dev_Recreation2012,Dev_ResidHigh2012,Dev_ResidLowMed2012,SemiDev_AnthroOth2012,SemiDev_UrbHigh2012,SemiDev_UrbLowMed2012,Prod_Crops2012,Prod_GrazingPot2012,Prod_Mining2012,Prod_PastureHay2012,LowUse2012,VeryLowUse_Conserv2012,Water2012,Wetlands2012,SumAreaNWALT2012,Dense_Urban,Total_Urban,CSQA_Total_Urban,Extended_Urban,Crops,Total_Ag,Total_Developed,Total_Low_Use,LU_cat,Major_LU,GolfCourseArea,UrbanAge_mean,UrbanAge_PCT_1940,UrbanAge_PCT_1950,UrbanAge_PCT_1960,UrbanAge_PCT_1970,UrbanAge_PCT_1980,UrbanAge_PCT_1990,UrbanAge_PCT_2000,UrbanAge_PCT_2010,UrbanAge_PCT_NonUrban,UrbanAge_SUM_AREA,DamDensity2009,DamDensity2016,DamMajDensity2009,DamMajDensity2016,DamNIDstorage2009,DamNIDstorage2016,DamNORMALstorage2009,DamNORMALstorage2016,DamNumMajDams2009,DamNumMajDams2016,NumDams2009,NumDams2016,BaseFlowIndex,DunneOverlandFlow,HortonOverlandFlow,IndexSubsFlowContact,Runoff2013,Runoff2014,Runoff2015,Runoff2016,Runoff2017,Stream_Ephemeral,Stream_Intermittent,Stream_Perennial,Stream_StreamRiver,StreamDensity,TopogWetnessIndex,N_AtmosphDepos2013,N_AtmosphDepos2014,N_AtmosphDepos2015,N_AtmosphDepos2016,N_AtmosphDepos2017,N_FertFarm2012,N_FertNonFarm2012,N_Manure2012,N_Wastewater1992,N_Wastewater1997,N_Wastewater2002,N_NPDES_2012,NumFacilities2012,NumMajorFacilities2012,P_FertFarm2012,P_FertNonFarm2012,P_Manure2012,P_Wastewater1992,P_Wastewater1997,P_Wastewater2002,P_NPDES_2012,Total_N,Total_P,AdjHouseIncome_mean,HousingDensity2000,HousingDensity2010,PopDensity1990,PopDensity2000,PopDensity2010,RoadDensity2013,RoadDensity2014,RoadDensity2015,RoadDensity2016,RoadDensity2017,DepthToWaterTable,AvailWaterCapacity,BulkDensity,KfactorUpperHorizon,OrganicMatter,Permeability,SandContent,SiltContent,ClayContent,RainfallErosivity,SoilLoss_Afactor,SoilThickness,SRL25Agland,Elev_MeanWatershed,Slope,TRI_NumOfChems2010,TRI_NumOfFacil,TRI_NumOfSuperFund,TRI_SumLbs2010
01658500,T01658500,VA_S.F.Quantico,SESQA,"SOUTH FORK QUANTICO CR NEAR INDEPENDENT HILL, VA",38.587343,-77.428596,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington, D.C.",19.74,73.49,8.3.4,Piedmont,0.06,0.42,0.54,4.02,0.00,61.06,8.70,4.80,1.80,7.17,0.70,0.15,10.59,0.00,0.00,19746900,83.38,0.60,0.66,0.66,1.07,0.18,0.00,0.22,0.44,0.00,1.02,0.00,0.00,3.59,0.64,0.04,0.00,0.18,83.34,9.27,0.00,0.02,19771200,1.26,2.93,2.93,6.52,0.64,0.86,7.37,92.63,Undeveloped,Undeveloped,,1985,,,,,,0.41,,,99.59,19710000,,,,,,,,,,,,,27.816,3.743,1.000,116.256,307.800,463.900,,,,0.00,51.68,47.68,0.00,1.409,9.534,,4.590,,,,505.345,2463.231,428.372,,,0,,,,73.290,444.886,98.765,,,0,,631.070,31.253,112.173,2.210,3.427,45.248,6.503,10.826,1.823,1.871,,,,5.554,0.123,1.353,0.289,0.32,2.43,38.51,33.37,28.13,153.260,0.116,56.965,10.852,104.54,5.95,,,,
01667850,T01667850,VA_Mine,SESQA,"MINE RUN AT BURR HILL, VA",38.343463,-77.858884,,,84.80,76.96,8.3.4,Piedmont,0.01,0.10,0.45,7.64,0.16,45.38,6.76,0.99,0.96,9.87,11.40,13.20,2.90,0.09,0.09,84789000,71.30,0.46,0.49,0.50,0.10,0.02,0.74,2.78,0.00,0.00,0.00,0.00,0.00,0.00,11.51,2.48,0.00,13.84,68.43,0.00,0.10,0.00,84801600,0.86,3.64,3.64,3.64,11.51,27.83,31.47,68.53,Ag_low,Ag,,,,,,,,,,,100.00,84820000,1.179,,,,1.193,,,,,,1,,44.778,3.616,3.000,289.476,404.267,531.771,,,,0.00,62.52,29.69,0.00,1.885,10.158,,3.447,,,,107925.011,2370.699,80365.048,,,0,,,,15652.220,428.150,23550.761,,,0,,2593.091,467.365,72.658,7.871,12.666,14.856,20.424,32.363,3.287,3.268,,,,5.251,0.142,1.415,0.363,0.42,1.95,20.99,49.26,29.75,152.170,0.298,46.419,4.438,121.22,6.09,,,,
01667870,T01667870,VA_Mountain,SESQA,"MOUNTAIN RUN NEAR BURR HILL, VA",38.353741,-77.893606,,,74.62,78.79,8.3.4,Piedmont,0.22,0.45,0.67,7.85,0.67,30.08,7.38,0.35,1.26,0.76,11.11,38.25,0.61,0.19,0.14,74617200,55.00,0.68,0.89,1.06,0.30,0.61,1.17,2.46,0.11,0.00,0.00,0.00,0.00,0.00,11.41,2.26,0.00,39.82,41.66,0.00,0.15,0.04,74631600,2.08,4.65,4.65,4.65,11.41,53.49,58.14,41.86,Ag_low,Ag,,,,,,,,,,,100.00,74590000,2.680,,,,3.305,,1.068,,,,2,,46.770,3.770,3.088,331.148,413.283,540.980,,,,0.00,66.47,30.41,0.00,1.722,10.287,,3.483,,,,190575.617,2287.392,141909.818,,,0,,,,27638.928,413.104,41586.291,,,0,,4834.923,933.285,80.476,7.078,9.053,15.556,17.554,22.079,2.789,2.818,,,,4.834,0.151,1.416,0.357,0.47,1.99,21.07,50.30,28.63,151.893,0.931,48.804,3.899,126.10,6.28,,,,
02011460,T02011460,VA_Back.NearSunrise,SESQA,"BACK CREEK NEAR SUNRISE, VA",38.245401,-79.768663,,,155.70,659.33,8.4.1,Ridge and Valley,0.00,0.00,0.02,3.30,0.08,81.53,2.21,1.30,0.06,0.02,0.07,11.07,0.11,0.17,0.05,155720704,76.40,0.07,0.07,0.07,0.03,0.02,0.39,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.07,0.00,11.45,86.78,0.00,0.05,0.01,155692800,0.43,0.57,0.57,0.57,0.07,12.59,13.16,86.84,Hydro,Hydro,,,,,,,,,,,100.00,155560000,,,,,,,,,,,,,39.552,1.903,0.353,11.847,427.612,400.965,,,,0.00,69.61,27.11,0.00,3.627,7.739,,2.988,,,,5842.895,92.452,76718.923,,,0,,,,847.345,16.720,19662.818,,,0,,829.679,131.839,38.706,0.440,1.124,0.886,0.787,0.686,1.515,1.518,,,,5.701,0.104,1.402,0.215,0.61,5.81,34.97,44.26,20.77,122.896,2.031,35.342,0.000,938.82,35.33,,,,
02011470,T02011470,VA_Back.AtSunrise,SESQA,"BACK CREEK AT SUNRISE, VA",38.190402,-79.81172,,,209.22,605.76,8.4.1,Ridge and Valley,0.03,0.06,0.13,3.52,0.20,82.98,1.96,1.30,0.07,0.04,0.11,8.47,0.08,0.15,0.90,209243696,78.59,0.19,0.19,0.19,0.05,0.18,0.29,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.88,0.00,8.78,88.55,0.00,0.95,0.01,209203200,0.52,0.73,0.73,0.73,0.10,9.76,10.49,89.51,Hydro,Hydro,,,,,,,,,,,100.00,209050000,0.478,,0.478,,179.816,,179.816,,1,,1,,39.808,1.928,0.425,11.887,427.513,399.477,,,,0.00,68.56,24.02,0.00,3.760,7.743,,2.921,,,,6568.079,181.255,78827.419,,,0,,1,,952.515,32.771,20177.116,,,0,,701.109,101.149,41.071,0.333,0.931,0.667,0.592,0.511,1.415,1.417,,,,5.701,0.103,1.400,0.216,0.62,5.69,35.06,44.29,20.65,123.907,1.918,35.203,0.028,911.34,36.22,,,,
02011490,T02011490,VA_L.Back,SESQA,"LITTLE BACK CREEK NEAR SUNRISE, VA",38.214568,-79.837555,,,12.70,804.76,8.4.1,Ridge and Valley,0.00,0.11,0.38,5.44,0.41,84.68,0.45,0.25,1.41,0.00,0.00,0.00,0.00,0.00,6.87,12701700,80.40,0.31,0.32,0.32,0.00,0.91,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.48,0.00,7.27,0.00,12675600,0.91,1.25,1.25,1.25,0.00,0.00,1.25,98.75,Hydro,Hydro,,,,,,,,,,,100.00,12740000,7.875,,7.875,,3642.682,,3642.682,,1,,1,,42.212,2.000,0.000,7.258,437.740,415.993,,,,0.00,41.52,14.93,0.00,2.692,7.599,,2.971,,,,0.000,25.459,0.000,,,0,,,,0.000,4.611,0.000,,,0,,299.115,0.363,47.717,0.007,0.118,0.000,0.007,0.001,2.074,2.074,,,,5.798,0.099,1.384,0.200,0.51,6.82,39.74,43.58,16.68,130.996,1.710,32.939,0.000,1080.93,40.77,,,,
02011500,T02011500,VA_Back.MtnGrove,SESQA,"BACK CREEK NEAR MOUNTAIN GROVE, VA",38.069569,-79.897,,,346.88,525.41,8.4.1,Ridge and Valley,0.02,0.04,0.12,3.08,0.15,86.39,1.68,0.98,0.12,0.03,0.23,6.19,0.05,0.10,0.84,346878912,82.58,0.16,0.16,0.16,0.05,0.14,0.38,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.77,0.00,6.39,90.98,0.00,0.89,0.00,346867200,0.57,0.75,0.75,0.75,0.22,7.38,8.13,91.87,Hydro,Hydro,,,,,,,,,,,100.00,346850000,0.577,,0.577,,241.806,,241.806,,2,,2,,40.385,1.967,0.259,11.102,428.263,399.474,,,,0.00,62.73,27.18,0.00,3.558,7.747,,2.861,,,,11840.033,299.346,94155.796,,,0,,1,,1717.079,54.143,23915.969,,,0,,592.525,74.053,42.953,0.315,0.957,0.628,0.516,0.476,1.244,1.248,,,,5.719,0.101,1.396,0.213,0.60,5.83,36.13,44.18,19.69,124.258,1.818,34.738,0.668,865.34,36.74,,,,
02011800,T02011800,VA_Jackson,SESQA,"JACKSON RIVER BL GATHRIGHT DAM NR HOT SPGS, VA",37.948458,-79.949224,,,893.74,441.56,8.4.1,Ridge and Valley,0.01,0.03,0.14,3.45,0.08,81.63,2.96,0.84,0.29,0.02,0.25,8.79,0.03,0.04,1.44,893707200,81.69,0.16,0.16,0.16,0.07,0.06,1.01,0.23,0.01,0.00,0.02,0.00,0.00,0.47,0.25,0.95,0.00,9.05,86.13,0.29,1.46,0.00,893768400,1.14,1.40,1.40,1.87,0.25,10.26,12.13,87.87,Hydro,Hydro,,1935,0.01,,,,,,,,99.99,893660000,0.448,,0.336,,675.658,,264.608,,3,,4,,40.725,2.098,0.558,14.124,427.508,396.838,,,,0.00,67.09,21.82,0.00,3.484,7.789,,2.774,,,,44302.271,901.227,341198.189,,,0,,1,,6424.859,162.938,86601.703,,,0,,709.765,104.269,43.734,1.296,1.851,2.359,2.279,2.073,1.531,1.542,,,,5.692,0.102,1.399,0.218,0.58,5.62,35.58,43.49,20.93,122.571,1.737,36.140,1.873,807.42,31.13,0,1,,0
02021500,T02021500,VA_Maury,SESQA,"MAURY RIVER AT ROCKBRIDGE BATHS, VA",37.907353,-79.421983,,,851.92,335.02,8.4.1,Ridge and Valley,0.01,0.06,0.39,3.63,0.06,70.45,9.92,7.10,0.22,0.10,0.23,7.43,0.02,0.07,0.30,851939968,87.83,0.29,0.30,0.30,0.18,0.06,0.65,0.46,0.00,0.01,0.18,0.00,0.00,0.57,0.22,0.71,0.00,7.65,83.99,5.02,0.30,0.00,851994000,0.89,1.53,1.53,2.10,0.22,8.59,10.69,89.31,Hydro,Hydro,,1950,0.09,0.32,0.50,,,,,,99.09,851820000,0.352,,0.117,,16.513,,6.941,,1,,3,,42.381,1.982,0.545,26.320,418.633,439.950,,,,0.00,70.16,22.57,0.00,1.787,8.290,,2.766,,,,125561.054,6197.353,436066.835,,,0,,1,,18209.891,1119.350,127617.893,,,0,,943.077,172.489,42.350,2.378,2.856,5.601,5.590,5.879,1.852,1.857,,,,5.576,0.099,1.403,0.221,0.70,4.86,34.56,45.03,20.41,130.452,1.397,36.958,5.789,654.47,25.38,3,3,,5726.6
02034414,T02034414,VA_Bonbrook,SESQA,"BONBROOK CREEK NEAR WHITEVILLE, VA",37.570083,-78.240944,,,19.02,79.17,8.3.4,Piedmont,0.00,0.05,0.44,3.35,0.13,58.01,15.51,3.04,3.55,4.83,0.00,8.60,2.34,0.00,0.15,19009800,80.87,0.38,0.39,0.39,0.23,0.00,0.93,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,9.25,86.28,0.00,0.15,1.46,19000800,1.16,2.01,2.01,2.01,0.00,10.10,12.11,87.89,Undeveloped,Undeveloped,,,,,,,,,,,100.00,18960000,5.258,,,,3.243,,,,,,1,,47.003,5.078,3.293,404.324,373.100,412.500,,,,0.00,81.43,16.37,0.00,1.673,10.838,,3.059,,,,3514.741,163.882,15704.802,,,0,,,,509.742,29.585,4830.110,,,0,,1325.057,282.305,54.470,6.210,7.235,11.448,15.566,16.809,4.217,4.100,,,,5.642,0.142,1.382,0.252,0.44,2.61,41.27,24.74,33.99,179.643,0.123,57.424,0.008,117.16,5.60,,,,
02038850,T02038850,VA_Holiday,SESQA,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA",37.415424,-78.635839,,,22.19,146.15,8.3.4,Piedmont,0.00,0.01,0.10,2.05,0.00,58.87,16.94,7.41,3.03,6.70,0.08,3.65,0.94,0.00,0.22,22176000,90.16,0.12,0.12,0.12,0.00,0.05,0.47,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.00,3.54,94.90,0.00,0.21,0.59,22172400,0.52,0.65,0.65,0.65,0.07,3.65,4.30,95.70,Undeveloped,Undeveloped,,,,,,,,,,,100.00,22140000,,,,,,,,,,,,,52.814,3.739,5.000,576.231,261.438,370.298,,,,0.00,69.00,28.39,0.00,1.686,10.438,,3.175,,,,1278.162,106.021,6170.698,,,0,,,,185.369,19.145,2001.196,,,0,,657.988,99.414,50.217,0.550,1.473,0.949,1.598,2.640,3.252,3.252,,,,5.530,0.146,1.322,0.420,0.35,1.27,14.40,44.99,40.61,173.316,0.265,57.710,0.000,203.92,8.30,,,,
02040919,T02040919,VA_Cellar,SESQA,"CELLAR CREEK AT ROUTE 610 NEAR SPAINVILLE, VA",37.20275,-77.970833,,,52.09,70.26,8.3.4,Piedmont,0.12,0.40,1.60,4.31,0.28,36.20,17.48,4.24,4.70,4.41,0.80,19.28,4.59,0.08,1.50,52107300,71.00,1.05,1.09,1.15,0.46,0.28,2.02,0.33,0.00,0.00,1.50,0.00,0.00,6.09,0.80,3.46,0.00,19.41,63.01,0.00,1.49,1.14,52052400,2.77,4.60,4.60,10.69,0.80,23.67,34.36,65.64,Undeveloped,Undeveloped,,1938,2.65,1.11,,,,,,,96.24,52060000,3.839,,,,64.785,,42.219,,,,2,,41.931,6.113,3.749,3095.905,254.082,359.467,,,,0.00,55.24,32.82,0.00,1.543,12.712,,3.221,,,,43059.192,686.851,83804.186,,,0,,,,6244.810,124.055,26243.445,,,0,,2770.643,626.051,48.528,12.172,14.277,26.944,28.253,30.850,3.588,3.588,,,,5.456,0.143,1.386,0.272,0.35,1.89,32.94,29.61,37.45,197.169,0.336,57.002,0.000,105.66,5.66,1,1,,0
02041038,T02041038,VA_Sweathouse,SESQA,"SWEATHOUSE CREEK AT ROUTE 708 NEAR SCOTTS FORK, VA",37.279139,-77.861111,,,47.26,57.2,8.3.4,Piedmont,0.00,0.00,0.33,2.91,0.07,39.21,25.38,2.19,6.47,5.48,1.74,11.27,4.51,0.26,0.20,47276100,79.68,0.33,0.33,0.33,0.05,0.00,1.09,0.38,0.00,0.00,0.00,0.00,0.00,0.00,1.84,1.52,0.00,11.27,83.68,0.00,0.18,0.01,47239200,1.14,1.52,1.52,1.52,1.84,14.63,16.14,83.86,Undeveloped,Undeveloped,,,,,,,,,,,100.00,47340000,2.116,,,,1.331,,0.600,,,,1,,42.001,5.081,3.111,2098.978,252.100,365.400,,,,0.00,70.76,25.42,0.00,1.740,12.267,,3.202,,,,23024.817,368.532,52930.820,,,0,,,,3339.265,66.574,16017.846,,,0,,1935.100,410.984,53.335,4.852,6.017,8.357,12.860,13.707,2.972,2.972,,,,5.670,0.141,1.383,0.249,0.44,2.65,41.88,24.22,33.90,196.838,0.198,57.500,0.806,90.46,5.12,,,,
02045370,T02045370,VA_Buckskin,SESQA,"BUCKSKIN CREEK AT RT 609 NEAR MCKENNY, VA",36.925833,-77.638111,,,35.23,54.87,8.3.4,Piedmont,0.07,0.10,0.58,4.00,0.01,21.21,39.37,2.36,9.45,11.87,1.14,7.10,2.33,0.02,0.41,35234100,73.49,0.57,0.58,0.58,0.29,0.16,2.37,0.24,0.00,0.00,0.27,0.00,0.00,1.58,1.13,0.54,0.00,7.09,84.60,0.00,0.42,1.33,35200800,2.82,3.32,3.32,4.90,1.13,8.75,13.65,86.35,Undeveloped,Undeveloped,,1935,2.28,,,,,,,,97.72,35130000,2.838,,,,10.047,,4.376,,,,1,,41.000,2.377,6.885,777.000,281.500,277.400,,,,0.00,56.35,40.64,0.00,3.023,10.822,,3.148,,,,7523.378,391.477,5454.744,,,0,,,,1091.103,70.714,1342.519,,,0,,694.244,71.076,37.019,5.071,6.206,9.803,12.027,13.315,3.738,3.738,,,,5.539,0.146,1.328,0.405,0.36,1.41,16.97,43.08,39.94,205.222,0.116,57.680,0.692,79.47,3.41,0,1,,0
02046160,T02046160,VA_Sapony,SESQA,"SAPPONY CREEK AT ROUTE 646 NEAR DEWITT, VA",36.993472,-77.640639,,,39.71,54.22,8.3.4,Piedmont,0.00,0.01,0.39,3.58,0.01,20.84,33.97,2.35,17.61,7.43,1.87,9.39,2.38,0.04,0.16,39714300,68.51,0.35,0.35,0.35,0.15,0.02,1.79,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.77,0.00,9.54,85.14,0.00,0.16,0.31,39729600,1.96,2.20,2.20,2.20,1.88,12.19,14.39,85.61,Undeveloped,Undeveloped,,,,,,,,,,,100.00,39770000,,,,,,,,,,,,,41.000,3.146,7.572,1707.618,281.500,277.400,,,,0.00,63.87,32.97,0.00,2.467,11.304,,3.073,,,,11594.358,374.605,8406.365,,,0,,,,1681.511,67.666,2068.970,,,0,,820.316,96.144,35.328,3.718,4.684,8.602,9.646,11.457,3.836,3.836,,,,5.532,0.146,1.324,0.414,0.36,1.34,15.58,44.14,40.28,203.190,0.126,57.690,0.554,77.60,3.69,,,,
02072000,T02072000,VA_Smith.Philpott,SESQA,"SMITH RIVER NEAR PHILPOTT, VA",36.780692,-80.024765,,,555.42,248.34,8.3.4,Piedmont,0.01,0.02,0.18,3.29,0.06,73.39,4.79,4.28,2.35,0.85,0.04,8.65,0.03,0.01,2.07,555434112,85.66,0.22,0.22,0.22,0.07,0.01,0.69,0.40,0.01,0.00,0.12,0.00,0.00,1.42,0.04,0.90,0.00,8.78,85.49,0.00,2.07,0.01,555397200,0.77,1.30,1.30,2.72,0.04,9.72,12.43,87.57,Hydro,Hydro,,1975,,,,,3.14,,,,96.86,555400000,1.080,,0.360,,713.347,,373.451,,2,,6,,52.048,3.124,4.618,52.413,400.549,359.435,,,,0.00,55.76,33.12,0.00,3.472,8.512,,3.127,,,,160569.809,5052.776,235680.942,,,0,,1,,23287.148,912.617,58356.735,,,0,,1035.234,148.638,38.765,5.616,6.744,9.555,11.205,10.829,2.953,2.954,,,,5.969,0.140,1.376,0.249,0.46,2.80,31.58,40.54,27.87,183.271,1.046,51.734,0.015,476.12,23.29,2,1,,8.72409
02072500,T02072500,VA_Smith.Bassett,SESQA,"SMITH RIVER AT BASSETT, VA",36.770137,-80.000875,,,670.11,229.74,8.3.4,Piedmont,0.01,0.03,0.21,3.24,0.06,71.52,5.20,4.90,2.93,1.04,0.04,9.01,0.06,0.01,1.73,670123776,84.78,0.25,0.25,0.25,0.08,0.01,0.61,0.42,0.01,0.00,0.19,0.00,0.00,4.39,0.04,0.98,0.00,9.14,82.38,0.00,1.74,0.01,670010400,0.71,1.33,1.33,5.72,0.04,10.16,15.87,84.13,Hydro,Hydro,,1975,,,,,3.65,,,,96.35,670180000,0.895,,0.298,,591.257,,309.534,,2,,6,,51.499,3.243,4.660,62.916,399.309,358.936,,,,0.00,54.83,34.94,0.00,3.538,8.635,,3.056,,,,199834.120,6939.974,289723.658,,,0,,1,,28981.596,1253.463,72346.347,,,0,,1046.472,153.081,37.971,6.326,7.518,11.249,12.846,12.636,3.152,3.153,,,,5.968,0.140,1.378,0.251,0.44,2.66,31.55,38.89,29.56,182.424,0.985,52.870,0.014,454.06,22.66,4,5,,8.72409
02077670,T02077670,NC_Mayo,SESQA,"MAYO CR NR BETHEL HILL, NC",36.540833,-78.871944,,,137.43,106.47,8.3.4,Piedmont,0.13,0.10,0.66,3.16,0.41,40.08,10.07,4.96,9.17,4.52,0.72,17.29,1.17,0.00,7.56,137402096,67.17,0.59,0.60,0.60,0.09,0.36,0.92,0.51,0.00,0.00,0.35,0.00,0.00,9.74,0.70,1.39,0.00,17.48,60.25,0.00,7.60,0.62,137415600,1.37,2.22,2.22,11.95,0.70,19.58,31.53,68.47,Hydro,Hydro,,1979,0.02,,,,0.03,,0.07,,99.88,137310000,0.728,,,,0.592,,,,,,1,,31.580,3.267,6.746,337.301,234.869,290.084,,,,0.00,50.19,24.00,0.00,3.417,10.034,,3.692,,,,119100.163,1510.659,48082.249,,,0,,,,34239.274,414.782,12695.097,,,0,,1596.693,344.523,45.490,10.677,13.315,20.975,26.058,28.862,2.349,2.335,,,,4.912,0.142,1.399,0.323,0.47,1.38,25.58,38.69,35.72,206.838,0.195,57.543,6.993,163.99,6.25,,,,
02085000,T02085000,NC_Eno,SESQA,"ENO RIVER AT HILLSBOROUGH, NC",36.071111,-79.095556,"Raleigh-Durham-Chapel Hill, NC",Raleigh,170.99,151.51,8.3.4,Piedmont,0.30,0.92,2.59,8.64,0.11,45.65,6.72,2.55,3.73,2.45,0.73,23.60,0.70,0.01,1.30,171000000,67.11,2.09,2.18,2.21,1.35,0.31,2.49,0.67,0.24,0.19,4.39,0.07,0.07,29.19,0.74,1.29,0.05,24.32,32.64,0.44,1.30,0.26,170978400,4.15,9.71,9.64,38.90,0.74,26.35,65.25,34.64,Mixed,Mixed,0.47,1984,2.54,,0.38,0.30,0.89,0.18,,6.92,88.78,170980000,6.433,,0.585,,189.858,,63.405,,1,,11,,31.429,4.402,6.593,353.654,312.607,418.596,,,,0.00,57.15,30.11,0.02,1.692,10.067,,3.572,,,,128778.624,13033.669,130829.020,,,18,,,,37030.156,3578.837,39798.735,,,5,,1951.717,470.246,47.216,26.923,32.372,53.123,64.729,72.272,3.571,3.526,,,,5.024,0.142,1.401,0.326,0.44,1.37,24.82,38.93,36.24,218.301,0.301,57.395,2.221,200.70,4.88,0,1,,0
0208524090,T0208524090,NC_Mountain,SESQA,"MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC",36.149722,-78.896667,"Raleigh-Durham-Chapel Hill, NC",Raleigh,20.60,112.51,8.3.4,Piedmont,0.00,0.29,2.24,6.87,0.13,42.22,6.54,3.46,3.90,1.73,0.24,31.78,0.27,0.00,0.34,20602800,64.99,1.33,1.33,1.34,0.39,0.02,4.43,0.89,0.00,0.00,1.52,0.00,0.00,33.59,0.23,1.51,0.00,32.26,24.79,0.00,0.32,0.07,20577600,4.83,7.24,7.24,40.83,0.23,33.99,74.82,25.18,Mixed,Mixed,,,,,,,,,,,100.00,20570000,14.565,,,,9.701,,5.270,,,,3,,30.026,4.000,6.542,172.933,313.700,422.600,,,,0.00,45.86,49.98,0.00,1.362,9.389,,3.436,,,,22279.042,1702.532,14784.440,,,0,,,,6406.304,467.490,3844.565,,,0,,2225.609,520.362,98.624,17.265,22.683,37.618,44.787,53.527,3.039,3.039,,,,4.818,0.142,1.403,0.343,0.48,1.38,23.65,41.16,35.19,217.846,0.731,57.300,5.494,155.15,6.28,,,,
0208524975,T0208524975,NC_L.River.Fairntosh,SESQA,"LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC",36.113333,-78.859722,,,254.17,83.47,8.3.4,Piedmont,0.01,0.09,1.09,6.50,0.09,45.16,8.38,3.67,4.14,2.18,0.56,26.27,0.83,0.06,0.96,254173504,68.65,0.76,0.76,0.77,0.38,0.02,0.61,1.11,0.28,0.00,2.17,0.00,0.00,18.28,0.57,1.55,0.02,26.81,46.94,0.00,0.95,0.32,254149200,1.00,4.56,4.56,22.84,0.57,28.93,51.77,48.21,Hydro,Hydro,0.60,1983,,,0.22,1.63,0.08,6.65,1.76,,89.65,254150000,3.934,,0.393,,76.583,,69.687,,1,,10,,30.575,4.421,6.421,295.815,313.700,422.600,,,,0.00,48.91,38.95,0.00,1.620,9.844,,3.621,,,,216821.368,14803.368,197033.933,,,0,,,,62346.722,4064.779,58038.385,,,0,,2048.639,489.630,73.208,17.004,20.485,33.849,43.827,47.733,2.962,2.908,,,,4.911,0.142,1.401,0.327,0.47,1.39,25.20,39.21,35.59,216.489,0.328,57.603,5.090,175.41,5.20,,,,
02085500,T02085500,NC_Flat,SESQA,"FLAT RIVER AT BAHAMA, NC",36.182778,-78.878889,"Raleigh-Durham-Chapel Hill, NC",Raleigh,376.86,119.23,8.3.4,Piedmont,0.23,0.48,1.56,4.90,0.14,45.43,4.61,3.08,6.27,3.77,1.18,27.25,0.74,0.02,0.35,385239616,64.60,1.24,1.27,1.33,0.52,0.18,1.52,0.51,0.10,0.00,1.83,0.00,0.00,29.68,1.19,1.50,0.00,27.91,34.44,0.00,0.35,0.28,385228800,2.22,4.67,4.67,34.35,1.19,30.59,64.94,35.06,Mixed,Mixed,0.65,1958,1.02,0.29,,,0.28,,0.60,,97.81,376770000,1.061,,,,1.106,,0.634,,,,4,,30.929,3.869,6.662,285.529,308.103,412.984,,,,0.00,55.42,34.70,0.00,1.650,9.804,,3.653,,,,490859.580,9047.074,220473.772,,,0,,,,141145.878,2484.099,59198.708,,,0,,2276.853,538.213,57.772,15.484,20.582,29.470,38.085,46.926,3.086,3.103,,,,4.980,0.142,1.401,0.317,0.45,1.36,25.49,38.79,35.73,212.243,0.275,57.597,17.629,182.41,4.96,8,5,,4115
