SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,QW_LAT,QW_LONG,CSA_Name,URBAN_CENTER,BasinGIS_km2,Elev_atQWsite,SITE_Ecoregions3_code,SITE_Ecoregions3_name,DevelopedHigh2011,DevelopedMed2011,DevelopedLow2011,DevelopedOpen2011,BarrenLand2011,DeciduousForest2011,EvergreenForest2011,MixedForest2011,GrasslandHerb2011,ShrubScrub2011,CultivatedCrops2011,PastureHay2011,WoodyWetlands2011,EmerHerbWetlands2011,OpenWater2011,SumAreaNLCD2011,Canopy2011,Imperviousness2001,Imperviousness2006,Imperviousness2011,Dev_CommServices2012,Dev_IndusMilitary2012,Dev_MajorTransp2012,Dev_Other2012,Dev_Recreation2012,Dev_ResidHigh2012,Dev_ResidLowMed2012,SemiDev_AnthroOth2012,SemiDev_UrbHigh2012,SemiDev_UrbLowMed2012,Prod_Crops2012,Prod_GrazingPot2012,Prod_Mining2012,Prod_PastureHay2012,LowUse2012,VeryLowUse_Conserv2012,Water2012,Wetlands2012,SumAreaNWALT2012,Dense_Urban,Total_Urban,CSQA_Total_Urban,Extended_Urban,Crops,Total_Ag,Total_Developed,Total_Low_Use,LU_cat,Major_LU,GolfCourseArea,UrbanAge_mean,UrbanAge_PCT_1940,UrbanAge_PCT_1950,UrbanAge_PCT_1960,UrbanAge_PCT_1970,UrbanAge_PCT_1980,UrbanAge_PCT_1990,UrbanAge_PCT_2000,UrbanAge_PCT_2010,UrbanAge_PCT_NonUrban,UrbanAge_SUM_AREA,DamDensity2009,DamDensity2016,DamMajDensity2009,DamMajDensity2016,DamNIDstorage2009,DamNIDstorage2016,DamNORMALstorage2009,DamNORMALstorage2016,DamNumMajDams2009,DamNumMajDams2016,NumDams2009,NumDams2016,BaseFlowIndex,DunneOverlandFlow,HortonOverlandFlow,IndexSubsFlowContact,Runoff2013,Runoff2014,Runoff2015,Runoff2016,Runoff2017,Stream_Ephemeral,Stream_Intermittent,Stream_Perennial,Stream_StreamRiver,StreamDensity,TopogWetnessIndex,N_AtmosphDepos2013,N_AtmosphDepos2014,N_AtmosphDepos2015,N_AtmosphDepos2016,N_AtmosphDepos2017,N_FertFarm2012,N_FertNonFarm2012,N_Manure2012,N_Wastewater1992,N_Wastewater1997,N_Wastewater2002,N_NPDES_2012,NumFacilities2012,NumMajorFacilities2012,P_FertFarm2012,P_FertNonFarm2012,P_Manure2012,P_Wastewater1992,P_Wastewater1997,P_Wastewater2002,P_NPDES_2012,Total_N,Total_P,AdjHouseIncome_mean,HousingDensity2000,HousingDensity2010,PopDensity1990,PopDensity2000,PopDensity2010,RoadDensity2013,RoadDensity2014,RoadDensity2015,RoadDensity2016,RoadDensity2017,DepthToWaterTable,AvailWaterCapacity,BulkDensity,KfactorUpperHorizon,OrganicMatter,Permeability,SandContent,SiltContent,ClayContent,RainfallErosivity,SoilLoss_Afactor,SoilThickness,SRL25Agland,Elev_MeanWatershed,Slope,TRI_NumOfChems2010,TRI_NumOfFacil,TRI_NumOfSuperFund,TRI_SumLbs2010
411844074085601,T411844074085601,NY_Ramapo,NESQA,RAMAPO RIVER AT RIVER ROAD AT HARRIMAN NY,41.312219,-74.1489,"New York-Newark, NY-NJ-CT-PA",NYC,26.61,163,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,1.76,7.14,12.97,30.27,0.00,33.02,0.07,3.60,0.14,0.66,0.56,0.91,6.82,0.03,2.05,26606823,46.86,8.60,10.06,12.01,8.13,0.53,1.45,1.07,4.34,10.30,26.00,0.00,2.99,37.75,0.47,0.01,0.00,0.89,3.25,0.00,2.08,0.72,26596800,10.11,54.82,51.83,92.57,0.47,1.38,93.95,6.05,Urban_med,Urban,0.70,1953,33.48,8.80,13.77,12.53,2.56,0.45,4.33,4.89,19.19,26580000,,7.516,,,,4.311,,3.986,,,,2,43.360,3.000,4.897,199.438,,,328.137,354.489,,,0.00,0.73,0.07,1.183,9.235,,3.914,3.584,3.558,,704.372,10353.106,632.295,,,,11683.628,1,,117.084,1038.446,122.242,,,,370.476,795.102,48.016,80.127,248.056,345.214,684.524,983.647,1291.848,,,,12.739,,3.055,0.117,1.484,0.230,1.15,1.01,22.22,68.58,9.19,1487.891,64.239,47.138,1.587,221.55,8.13,,,,
411959073522901,T411959073522901,NY_Peekskill,NESQA,PEEKSKILL HOLLOW CREEK AT LAKE PEEKSKILL NY,41.333061,-73.874731,"New York-Newark, NY-NJ-CT-PA",NYC,104.85,39,8.1.7,Northeastern Coastal Zone,0.56,2.49,4.99,14.93,0.00,63.09,2.33,0.52,0.04,0.76,0.05,1.69,4.26,0.52,3.77,104837092,70.15,3.86,4.12,4.47,1.44,0.03,2.13,0.67,0.42,1.39,15.03,0.00,6.51,36.85,0.05,0.01,0.00,1.64,27.57,0.00,3.79,2.46,104864400,3.60,27.62,21.11,64.46,0.05,1.70,66.17,33.83,Urban_med,Urban,0.07,1965,15.96,2.64,5.91,6.61,,6.17,15.81,,46.91,104730000,,7.630,,,,75.513,,50.448,,,,8,50.286,2.750,2.214,42.140,,,363.200,264.800,,,0.00,0.82,0.02,1.185,8.426,,4.028,3.351,3.576,,1041.304,25986.825,2825.201,,,,281.108,1,,173.086,2606.536,529.250,,,,4.362,642.305,31.558,83.499,79.592,89.696,179.372,205.203,222.812,,,,4.717,,4.555,0.122,1.422,0.223,1.21,4.21,47.38,46.11,6.50,1483.432,93.439,46.161,1.754,195.96,15.04,,,,
412715074030101,T412715074030101,NY_Silver,NESQA,SILVER STREAM AT VAILS GATE NY,41.454439,-74.050281,"New York-Newark, NY-NJ-CT-PA",NYC,17.18,62,8.1.7,Northeastern Coastal Zone,4.25,11.32,12.54,18.79,0.00,16.72,1.52,10.43,0.97,0.25,5.15,0.97,8.56,0.28,8.25,17182617,39.44,11.58,14.52,16.43,6.72,3.51,14.77,0.32,0.46,3.34,17.27,0.00,12.48,17.96,5.46,0.11,0.00,0.95,4.71,0.00,8.19,3.76,17136000,25.00,58.87,46.39,76.83,5.46,6.51,83.34,16.66,Urban_high,Urban,,1966,5.57,6.04,20.60,,16.19,19.21,,,32.39,17230000,,11.642,,,,734.603,,345.581,,,,2,44.903,4.000,4.925,551.597,,,370.700,359.900,,,0.00,0.75,0.00,0.788,10.279,,3.546,3.156,3.454,,1930.865,5647.212,1733.283,,,,630.205,2,,320.958,566.432,335.096,,,,118.631,887.389,71.162,81.084,91.570,123.779,258.965,235.842,312.828,,,,14.346,,2.885,0.117,1.493,0.232,1.15,0.95,21.85,69.12,9.02,1366.418,22.527,48.617,2.044,111.69,5.68,6,1,,148447
413020074022001,T413020074022001,NY_Gidneytown,NESQA,GIDNEYTOWN CREEK AT RT 52 AT NEWBURGH NY,41.505681,-74.039036,"New York-Newark, NY-NJ-CT-PA",NYC,24.92,54,8.1.7,Northeastern Coastal Zone,0.61,3.22,5.60,12.73,0.12,53.19,1.83,8.52,0.74,0.13,2.04,0.36,10.44,0.04,0.41,24925729,65.61,3.62,4.37,5.17,3.20,0.55,0.98,0.59,0.06,0.48,15.52,0.00,7.99,31.39,2.03,0.01,0.00,0.43,33.81,0.00,0.36,2.59,24872400,4.73,29.37,21.38,60.76,2.03,2.48,63.24,36.76,Urban_med,Urban,,1969,11.50,,8.36,,15.32,5.83,12.51,,46.48,24870000,,4.013,,,,1.139,,1.040,,,,1,47.080,3.270,3.212,461.807,,,370.700,359.900,,,0.00,0.79,0.00,1.145,10.675,,3.514,3.196,3.246,,1059.853,4028.939,948.738,,,,,,,176.174,404.115,190.220,,,,,566.942,30.923,68.523,73.650,87.373,170.138,205.062,239.087,,,,7.223,,4.051,0.116,1.481,0.243,1.01,1.41,23.75,67.07,9.18,1356.255,82.396,42.414,1.313,167.18,9.82,2,3,,2306
413453076041101,T413453076041101,PA_LMehoopany,NESQA,LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA,41.581539,-76.0698,,,27.90,213,8.1.3,Northern Allegheny Plateau,0.00,0.01,0.25,3.56,0.00,18.24,19.27,27.73,0.44,0.96,16.50,7.52,1.96,0.86,2.72,27895542,59.30,0.31,0.31,0.31,0.03,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,17.22,0.32,0.00,7.86,70.81,0.00,2.80,0.21,27896400,0.03,0.79,0.79,0.79,17.22,25.40,26.18,73.82,Ag_low,Ag,,,,,,,,,,,100.00,27950000,,14.337,,,,96.113,,47.791,,,,4,40.950,1.977,3.388,131.206,,,363.900,322.300,,,0.00,0.70,0.00,0.623,8.905,,3.019,3.174,3.574,,7331.984,230.257,9802.064,,,,,,,954.696,32.435,2259.525,,,,,979.742,116.366,47.386,7.768,8.567,15.121,16.440,18.565,,,,4.932,,3.025,0.109,1.446,0.245,0.89,1.02,27.30,54.15,18.55,932.421,49.665,51.838,0.014,346.80,11.56,,,,
413735076162701,T413735076162701,PA_SugarRun,NESQA,SUGAR RUN NEAR WILMOT PA,41.626436,-76.274356,,,86.89,278,8.1.3,Northern Allegheny Plateau,0.00,0.02,0.21,4.05,0.13,39.65,8.71,13.07,0.15,1.57,18.28,9.27,3.10,1.01,0.80,86890423,56.64,0.31,0.31,0.31,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,19.03,0.53,0.00,9.56,69.44,0.00,0.79,0.10,86832000,0.00,0.55,0.55,0.55,19.03,29.12,29.67,70.33,Ag_low,Ag,,,,,,,,,,,100.00,86870000,,3.453,,,,13.685,,7.765,,,,3,38.255,1.439,3.998,120.710,,,363.900,322.300,,,0.36,0.57,0.00,1.182,8.611,,3.450,3.129,3.694,,24599.271,552.351,62584.687,,,,,,,3203.049,77.813,13649.298,,,,,1379.089,194.843,51.783,5.383,6.470,9.469,10.012,11.130,,,,3.536,,3.068,0.106,1.467,0.248,0.69,0.97,28.24,53.04,18.71,907.285,76.702,51.900,45.898,396.40,12.53,0,1,1,0
413758073552401,T413758073552401,NY_Casper,NESQA,CASPER CR AT BRIDGEWATER RD NR WAPPINGERS FALLS NY,41.632964,-73.923597,"New York-Newark, NY-NJ-CT-PA",NYC,27.49,14,8.1.7,Northeastern Coastal Zone,6.03,18.45,16.11,26.58,0.00,18.10,0.99,0.81,0.18,2.52,0.08,6.71,3.05,0.27,0.12,27486967,41.15,21.93,23.10,24.54,13.09,1.86,3.50,0.79,6.22,12.05,29.51,0.00,18.26,5.61,0.09,0.01,0.00,6.68,0.51,0.00,0.12,1.70,27482400,18.44,85.28,67.02,90.88,0.09,6.79,97.67,2.33,Urban_high,Urban,1.45,1943,63.71,9.28,5.90,0.11,11.65,,,,9.36,27470000,,,,,,,,,,,,,50.021,2.729,2.958,127.285,,,370.700,359.900,,,0.04,0.77,0.00,0.851,9.303,,3.632,3.146,3.246,,2691.169,10646.226,2868.246,,,,948.532,1,,447.340,1067.827,631.235,,,,39.828,914.091,78.076,65.380,332.320,346.262,854.904,868.531,900.319,,,,15.404,,3.931,0.116,1.442,0.256,1.07,3.80,34.05,55.50,10.45,1314.152,43.817,43.340,4.276,56.98,6.10,0,1,,0
414904073575201,T414904073575201,NY_BlackEsopus,NESQA,BLACK CREEK ABOVE RT 9W BRIDGE AT ESOPUS NY,41.818907,-73.963623,"New York-Newark, NY-NJ-CT-PA",NYC,87.28,6,8.1.7,Northeastern Coastal Zone,0.29,0.48,1.65,5.37,0.18,48.41,3.50,13.24,0.20,0.89,3.98,4.11,15.68,0.45,1.57,87308897,66.60,1.21,1.24,1.34,0.71,0.06,1.77,0.15,0.35,0.00,3.16,0.00,0.02,63.87,4.10,0.07,0.05,4.24,15.21,0.00,1.58,4.66,87260400,2.53,6.22,6.20,70.09,4.10,8.41,78.49,21.45,Urban_low,Urban,0.01,1978,1.29,1.26,4.22,,3.08,,10.71,1.17,78.27,87300000,,,,,,,,,,,,,47.639,2.915,3.718,251.960,,,369.578,368.458,,,0.17,0.71,0.00,1.249,9.483,,3.874,3.502,3.356,,10838.437,2974.042,9552.765,,,,,,,1801.606,298.313,2297.958,,,,,603.296,50.385,66.861,28.400,31.079,67.739,72.019,75.431,,,,3.741,,4.213,0.122,1.403,0.248,4.32,1.72,23.70,66.58,9.72,1362.019,82.797,37.281,0.445,138.69,10.15,,,1,
415929076544401,T415929076544401,PA_Hammond,NESQA,HAMMOND CREEK NEAR WELLS PA,41.996287,-76.907423,,,75.12,328,8.1.3,Northern Allegheny Plateau,0.00,0.03,0.30,3.98,0.29,33.80,2.68,8.14,0.27,0.66,13.81,33.60,1.47,0.65,0.32,75130864,37.49,0.32,0.32,0.32,0.11,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,14.31,1.16,0.00,34.77,48.30,0.00,0.34,0.04,75092400,0.11,1.08,1.08,1.08,14.31,50.24,51.32,48.68,Ag_low,Ag,,,,,,,,,,,100.00,75200000,,1.331,,,,1.034,,0.985,,,,1,35.000,2.000,2.346,154.129,,,266.145,332.727,,,0.10,0.82,0.00,0.917,9.024,,3.563,3.028,3.090,,29811.552,495.030,83620.354,,,,,,,4071.183,65.287,20712.684,,,,,1825.635,330.796,56.807,8.385,8.907,20.769,20.735,19.706,,,,2.733,,2.817,0.126,1.338,0.231,1.92,1.26,22.14,60.05,17.80,753.079,124.107,51.192,0.311,492.00,12.38,,,,
420103076540701,T420103076540701,NY_Mudlick,NESQA,MUDLICK CREEK AT SEELEY CREEK NY,42.017633,-76.902132,"Elmira-Corning, NY",,60.03,321,8.1.3,Northern Allegheny Plateau,0.00,0.00,0.16,3.30,0.00,37.86,3.48,13.85,0.07,2.03,15.17,20.42,2.22,0.79,0.64,60035216,44.02,0.26,0.26,0.26,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,15.60,0.75,0.00,21.09,61.24,0.00,0.61,0.20,60105600,0.00,0.52,0.52,0.52,15.60,37.43,37.95,62.05,Ag_low,Ag,,,,,,,,,,,100.00,60080000,,,,,,,,,,,,,35.000,2.000,2.065,291.045,,,267.121,333.105,,,0.55,0.33,0.00,1.083,9.762,,3.493,2.993,3.168,,31715.788,711.558,49303.369,,,,,,,5259.323,71.550,10988.562,,,,,1678.243,271.851,64.603,5.444,6.479,12.742,15.015,16.378,,,,1.958,,2.810,0.134,1.317,0.252,2.28,1.28,20.46,60.49,19.06,739.980,104.066,47.511,0.188,476.26,12.47,,,,
420722075565001,T420722075565001,NY_LittleChoco,NESQA,LITTLE CHOCONUT CR AT ST JOHN'S CH AT JOHNSON CITY,42.122817,-75.947303,,,32.75,261,8.1.3,Northern Allegheny Plateau,0.67,1.73,3.21,7.86,0.09,35.69,4.66,18.16,0.89,1.62,6.79,17.45,0.54,0.34,0.29,32739936,49.96,2.97,3.20,3.29,1.77,0.58,3.73,0.24,0.43,0.21,4.69,0.26,6.21,46.18,6.87,0.10,0.00,17.86,10.52,0.00,0.30,0.04,32702400,6.09,17.87,11.66,64.31,6.87,24.82,89.13,10.87,Urban_low,Urban,0.16,1935,11.60,,0.27,,,,,,88.13,32760000,,15.268,,12.215,,105.957,,3.013,,4,,5,40.560,2.253,1.829,57.593,,,504.676,355.451,,,0.46,0.50,0.00,1.388,8.353,,3.807,3.905,3.346,,3257.090,2855.806,16736.574,,,,0.000,2,,541.412,286.440,3645.643,,,,0.000,1032.370,136.607,57.635,35.223,39.722,94.723,95.480,92.424,,,,3.534,,2.892,0.134,1.317,0.247,2.14,1.33,21.09,62.14,16.77,829.980,79.602,49.112,1.583,404.74,11.62,1,1,,0.57
422223074400201,T422223074400201,NY_WBDelaware,NESQA,"WEST BR DELAWARE R AT CORNELL AVE BRIDGE, HOBART",42.373092,-74.667325,,,41.10,498,8.1.3,Northern Allegheny Plateau,0.09,0.41,1.23,6.19,0.00,49.35,3.12,3.98,0.63,0.28,6.75,23.81,2.78,0.68,0.71,41113008,46.40,1.00,1.01,1.02,0.60,0.17,2.50,0.39,1.19,0.00,1.45,0.00,0.00,4.06,6.74,0.51,0.00,24.35,57.11,0.00,0.68,0.24,41097600,3.27,6.30,6.30,10.36,6.74,31.60,41.97,58.03,Ag_low,Ag,0.57,1935,8.10,,,,,,,,91.90,41110000,,12.165,,,,12.454,,8.583,,,,5,38.272,3.000,1.890,55.079,,,400.738,439.656,,,0.00,0.56,0.21,1.370,8.727,,3.376,3.323,3.005,,6023.655,372.374,26781.655,,,,2955.051,1,,1001.280,37.360,5780.260,,,,4.316,1107.761,165.904,42.023,20.880,23.766,41.294,41.076,42.499,,,,6.400,,3.273,0.108,1.347,0.240,2.11,2.35,33.69,54.29,12.02,957.013,137.701,52.818,0.051,627.81,14.13,,,,
422644076300001,T422644076300001,NY_Cascadilla,NESQA,CASCADILLA CREEK AT ITHACA NY,42.445831,-76.500269,"Ithaca-Cortland, NY",,34.12,119,8.1.3,Northern Allegheny Plateau,0.69,1.93,1.92,4.02,0.41,34.76,4.70,19.16,0.81,4.05,5.33,17.57,4.21,0.35,0.10,34115950,52.27,2.58,2.71,2.80,4.05,0.01,0.56,0.48,0.42,0.58,1.66,0.00,0.03,40.37,5.25,0.42,0.37,17.82,27.10,0.00,0.08,0.79,34092000,4.63,7.79,7.76,48.16,5.25,23.50,71.66,27.97,Urban_low,Urban,,1953,2.11,,,2.37,0.32,,,,95.20,34180000,,,,,,,,,,,,,46.266,2.033,4.432,89.869,,,427.500,385.700,,,0.59,0.38,0.00,1.539,8.810,,4.645,4.352,3.868,,9306.377,1814.193,21320.194,,,,,,,1546.941,181.985,4204.844,,,,,1337.767,173.934,60.794,48.647,49.318,113.320,107.210,115.835,,,,4.109,,3.012,0.130,1.335,0.278,2.08,2.28,23.28,57.76,18.96,812.416,67.171,48.147,1.425,378.51,10.17,,,,
423533076062101,T423533076062101,NY_Trout,NESQA,TROUT BROOK AT CORTLANDVILLE NY,42.592775,-76.105889,"Ithaca-Cortland, NY",,92.99,344,8.1.3,Northern Allegheny Plateau,0.01,0.07,0.43,3.15,1.04,52.80,4.71,5.39,0.17,1.03,5.37,24.12,1.00,0.41,0.32,92995638,51.23,0.37,0.38,0.38,0.10,0.04,0.74,0.50,0.01,0.00,0.32,0.00,0.00,1.11,5.59,0.39,1.05,24.74,65.03,0.00,0.31,0.08,92998800,0.88,1.71,1.71,2.83,5.59,30.72,33.55,65.41,Ag_low,Ag,,1935,1.77,,,,,,,,98.23,93030000,,1.075,,,,1.260,,0.411,,,,1,47.380,2.000,5.999,83.230,,,611.900,426.600,,,0.00,0.98,0.00,1.095,8.469,,4.996,5.154,4.624,,37955.501,1073.002,84283.814,,,,0.000,1,,6309.170,107.629,16794.728,,,,0.000,1788.404,249.604,47.803,9.474,10.269,24.878,23.999,24.754,,,,2.433,,2.881,0.134,1.319,0.254,2.24,1.40,20.83,60.86,18.32,888.076,98.457,47.781,1.385,485.29,12.39,0,1,,0
423613073422001,T423613073422001,NY_MillGreen,NESQA,MILL CREEK AT EAST GREENBUSH NY,42.603611,-73.705661,"Albany-Schenectady, NY",Albany,26.35,64,8.1.7,Northeastern Coastal Zone,0.47,2.40,5.00,6.73,0.00,34.73,5.38,3.00,0.15,7.12,0.66,25.52,6.66,2.00,0.17,26353939,47.49,2.70,3.35,4.07,0.77,0.31,1.95,0.27,0.00,1.26,8.25,0.00,1.91,48.31,0.70,0.78,0.00,26.15,8.21,0.00,0.19,0.93,26348400,3.03,14.73,12.82,63.04,0.70,27.63,90.67,9.33,Mixed,Mixed,,1954,4.06,,2.35,,,,1.82,,91.76,26330000,,,,,,,,,,,,,45.201,2.000,3.632,251.194,,,512.400,406.500,,,0.00,0.96,0.00,1.689,9.636,,3.331,3.332,3.075,,16205.868,1927.524,13842.386,,,,,,,2693.819,193.330,2981.861,,,,,1521.195,222.764,83.817,34.637,39.736,75.512,92.303,100.253,,,,5.897,,3.004,0.115,1.490,0.230,1.11,1.66,24.20,67.13,8.67,972.902,38.854,49.086,0.761,133.40,9.02,,,,
424059073322501,T424059073322501,NY_Poesten,NESQA,POESTEN KILL AT BLUE FACTORY RD AT BARBERFILLE NY,42.683211,-73.5405,"Albany-Schenectady, NY",Albany,92.95,242,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,0.00,0.04,0.35,2.41,0.00,39.89,7.86,33.53,0.36,2.89,0.02,2.47,6.64,1.75,1.79,92928142,74.96,0.26,0.26,0.26,0.00,0.00,0.00,0.91,0.01,0.00,0.10,0.00,0.00,2.36,0.02,0.05,0.00,2.53,89.09,0.00,1.79,3.15,92944800,0.00,1.01,1.01,3.37,0.02,2.59,5.96,94.04,Undeveloped,Undeveloped,,,,,,,,,,,100.00,93000000,,3.228,,,,51.317,,44.734,,,,3,47.418,1.743,2.272,180.217,,,513.983,411.533,,,0.00,0.82,0.00,1.157,9.198,,3.469,3.780,3.539,,5450.641,1348.147,4655.714,,,,,,,906.033,135.219,1002.912,,,,,477.179,21.992,65.109,7.329,8.922,14.067,14.138,17.155,,,,1.854,,1.877,0.125,1.409,0.260,3.39,1.19,31.93,58.27,9.79,1072.635,25.164,53.824,0.000,443.78,8.50,,,,
424143073382901,T424143073382901,NY_Wynants,NESQA,WYNANTS KILL AT RUSSELL AVE AT WYNANTSKILL NY,42.695519,-73.641442,"Albany-Schenectady, NY",Albany,75.06,101,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,0.35,2.90,5.47,8.26,2.77,37.01,7.23,9.72,0.53,3.80,1.47,10.55,4.91,0.28,4.74,75068768,54.83,3.75,4.13,4.51,1.22,0.00,0.72,0.32,0.05,0.44,13.08,0.00,1.88,36.92,1.48,0.27,2.79,10.65,24.35,0.00,4.71,1.11,75103200,1.95,17.72,15.84,54.64,1.48,12.40,67.04,30.17,Urban_low,Urban,,1950,24.65,,4.09,,,2.59,6.12,,62.55,74980000,,6.661,,,,186.147,,119.891,,,,5,46.284,1.979,2.806,202.699,,,512.400,406.500,,,0.00,0.77,0.00,1.362,9.604,,3.486,3.553,3.293,,21345.347,6470.173,18232.317,,,,0.000,3,,3548.129,648.958,3927.519,,,,0.000,942.744,108.236,71.411,55.641,63.274,133.520,136.097,148.656,,,,5.690,,3.371,0.109,1.477,0.231,1.10,3.94,32.48,59.85,7.68,995.217,28.211,51.105,0.000,231.74,9.16,,,,
424633075300701,T424633075300701,NY_Sangerfield,NESQA,SANGERFIELD RIVER AT POOLVILLE NY,42.775961,-75.5022,"Syracuse-Auburn, NY",,136.97,335,8.1.3,Northern Allegheny Plateau,0.04,0.11,0.35,1.77,0.00,31.39,5.09,1.19,6.15,7.02,13.95,17.07,14.22,1.30,0.36,136969566,43.46,0.32,0.33,0.33,0.09,0.04,1.10,0.27,0.00,0.00,0.01,0.00,0.00,0.00,14.14,2.04,0.00,17.16,58.21,0.00,0.36,6.59,136990800,1.24,1.52,1.52,1.52,14.14,33.33,34.85,65.15,Ag_low,Ag,,1935,0.01,,,,,,,,99.99,137040000,,0.730,,,,0.522,,0.396,,,,1,50.535,2.508,2.681,156.134,,,613.849,426.996,,,0.00,0.82,0.00,1.195,9.214,,4.547,4.104,4.183,,87380.128,1667.746,153099.945,,,,0.000,1,,14524.727,167.268,29994.499,,,,0.000,2186.179,326.256,43.472,5.447,7.130,13.516,14.250,16.268,,,,2.668,,2.916,0.149,1.287,0.275,7.55,2.15,25.15,57.98,16.87,888.602,93.145,52.122,3.873,433.11,10.31,2,3,,0
424643073472901,T424643073472901,NY_Shakers,NESQA,SHAKER'S CREEK AT RIVER ROAD NEAR LATHAM NY,42.778694,-73.791508,"Albany-Schenectady, NY",Albany,29.99,56,8.1.7,Northeastern Coastal Zone,8.45,15.39,22.33,24.94,0.00,11.33,0.62,1.63,0.11,0.16,3.05,0.67,11.07,0.10,0.15,29994209,33.77,23.87,25.48,26.31,14.81,5.46,16.26,0.70,4.06,7.71,21.04,0.00,22.85,0.65,3.22,0.06,0.00,0.79,0.81,0.00,0.17,1.40,30042000,36.54,92.89,70.04,93.54,3.22,4.07,97.62,2.38,Urban_high,Urban,0.84,1953,40.98,9.71,,,37.52,,,,11.78,30060000,,,,,,,,,,,,,45.858,2.597,0.000,186.407,,,629.248,430.004,,,0.00,0.95,0.00,1.003,10.615,,3.220,3.147,2.821,,1509.555,16175.319,2391.904,,,,90718.063,2,,250.926,1622.403,574.561,,,,3515.325,951.441,81.614,75.135,157.040,167.356,405.932,431.492,422.844,,,,8.039,,2.993,0.114,1.368,0.294,1.37,6.16,41.35,42.60,16.05,963.570,10.601,36.519,0.605,92.74,3.01,3,5,,0
425358073462301,T425358073462301,NY_Dwaas,NESQA,DWAAS KILL SOUTH OF USHERS NY,42.899957,-73.773179,"Albany-Schenectady, NY",Albany,45.77,59,8.1.7,Northeastern Coastal Zone,1.05,3.47,11.78,22.59,0.03,23.71,3.21,4.72,0.03,0.40,8.25,4.43,15.98,0.31,0.04,45776515,50.74,6.93,7.45,8.03,4.16,0.49,2.49,0.24,4.27,0.00,26.09,0.00,12.96,26.56,8.56,0.19,0.00,4.67,6.35,0.00,0.03,2.93,45756000,7.14,50.70,37.74,77.26,8.56,13.42,90.68,9.32,Urban_med,Urban,2.05,1969,1.94,2.10,13.79,5.79,22.88,,,5.55,47.96,45770000,,,,,,,,,,,,,47.360,2.487,2.305,339.288,,,553.382,512.190,,,0.00,0.97,0.00,1.398,10.499,,3.333,3.068,2.980,,11973.287,8824.743,31436.849,,,,271.152,3,,1990.258,885.132,7238.632,,,,29.046,1439.230,220.979,85.920,124.207,136.192,271.201,325.396,342.929,,,,8.989,,3.289,0.106,1.439,0.282,1.11,5.68,43.24,41.44,15.32,936.328,16.552,58.158,0.709,98.58,4.00,,,,
425540074384801,T425540074384801,NY_Otsquago,NESQA,OTSQUAGO CREEK NEAR FORT PLAIN NY,42.927708,-74.646697,"Albany-Schenectady, NY",,155.65,110,8.1.1,Eastern Great Lakes Lowlands,0.01,0.06,0.66,3.89,0.01,18.18,2.63,5.06,2.48,5.94,26.81,31.43,1.80,0.96,0.08,155654188,25.57,0.45,0.45,0.45,0.04,0.00,0.29,0.62,0.00,0.00,0.06,0.00,0.00,0.00,27.67,2.36,0.00,32.70,36.15,0.00,0.08,0.04,155610000,0.33,1.01,1.01,1.01,27.67,62.73,63.73,36.27,Ag_high,Ag,,,,,,,,,,,100.00,155770000,,,,,,,,,,,,,40.518,2.750,3.768,269.913,,,626.661,430.599,,,0.00,0.98,0.00,1.458,9.312,,3.639,3.239,3.538,,135113.929,1796.408,272380.903,,,,1257.117,2,,22459.252,180.202,53698.318,,,,59.965,2983.304,490.431,36.741,4.523,5.436,11.897,11.551,12.672,,,,2.616,,2.325,0.138,1.465,0.331,1.98,1.00,22.35,55.09,22.56,928.885,119.736,51.193,13.561,282.08,7.66,,,,
430056078044801,T430056078044801,NY_BlackMorgan,NESQA,BLACK CREEK AT MORGANVILLE NY,43.015569,-78.0802,"Rochester-Batavia-Seneca Falls, NY",,56.60,226,8.1.1,Eastern Great Lakes Lowlands,0.00,0.13,1.22,5.00,1.06,8.60,0.56,1.04,0.18,1.55,36.04,33.47,8.73,2.37,0.04,56596532,20.72,0.73,0.73,0.73,0.09,0.00,1.26,1.00,1.04,0.00,0.00,0.00,0.00,0.00,36.62,0.59,1.03,35.49,22.56,0.00,0.04,0.27,56559600,1.35,3.39,3.39,3.39,36.62,72.70,76.09,22.88,Ag_high,Ag,0.60,,,,,,,,,,100.00,56550000,,,,,,,,,,,,,42.909,1.495,5.071,243.471,,,308.002,322.550,,,0.00,0.96,0.00,1.180,9.192,,4.460,3.935,3.324,,171025.178,1063.055,190529.095,,,,,,,28428.603,106.615,36855.755,,,,,6739.587,1155.415,45.200,9.428,11.146,26.784,24.780,25.774,,,,6.491,,2.423,0.143,1.441,0.350,2.21,1.65,22.55,51.26,26.19,776.094,43.653,56.853,13.602,315.08,3.71,,,,
